nb	X	Y	Curv.
0	90.0	49.0	0.009847258468987142
1	89.9583831072174	51.06387965462598	0.009850369370028624
2	89.83360940512583	53.12394187554962	0.009860058952739758
3	89.62590968011557	55.17637628994541	0.009876287452632752
4	89.33566810183939	57.21738663368149	0.009898987641264954
5	88.96342151263701	59.243197773040364	0.009928064154103682
6	88.50985843457032	61.250062687356056	0.009963100288511093
7	87.9758177959055	63.234269399652206	0.01000469146028021
8	87.36228737939815	65.19214784246195	0.010052187760002296
9	86.67040199525107	67.12007664613037	0.010105369186935708
10	85.90144138212426	69.01448983704348	0.010163981179621464
11	85.05682784007949	70.87188343339453	0.010227733046097717
12	84.13812359983777	72.68882192628774	0.010296296447151701
13	83.14702793321531	74.46194463419195	0.010369304016247909
14	82.085374010083	76.18797191899048	0.010446348209131522
15	80.9551255076627	77.86371125212997	0.010526980484416212
16	79.75837297843184	79.48606311964777	0.010610710923077964
17	78.49732998335472	81.05202675515605	0.010697008398966115
18	77.17432899759223	82.55870569017837	0.010785301413362067
19	75.79181709626329	84.00331311157264	0.010874979703450891
20	74.35235142823763	85.38317701613136	0.010965396726453596
21	72.8585944863317	86.69574515282471	0.011055873107392035
22	71.31330918265635	87.93858974354538	0.011145701118466115
23	69.71935373822501	89.10941197362325	0.01123415023152996
24	68.0796763962746	90.20604624380428	0.01132047375225988
25	66.39730996907794	91.22646417582871	0.011403916505870776
26	64.67536622833376	92.16877836420008	0.011483723500721526
27	62.91703014951033	93.03124586720529	0.011559149449472204
28	61.12555402078847	93.81227143072873	0.011629468979783113
29	59.30425142750025	94.51041043889762	0.011693987320478499
30	57.45649112319009	95.12437158610084	0.011752051207548325
31	55.585690798634545	95.65301926543901	0.011803059720413586
32	53.69531076034582	96.09537566918809	0.011846474735420697
33	51.78884753025155	96.45062259739137	0.011881830673127616
34	49.869827378389104	96.71810297123449	0.011908743220439846
35	47.94179980057661	96.8973220484046	0.011926916729043082
36	46.00833095312463	96.98794833818529	0.011936150027709739
37	44.07299705673196	96.98981421459499	0.01193634043670387
38	42.13937778176591	96.90291622643466	0.011927485835215475
39	40.21104962716199	96.72741510367123	0.011909684704194963
40	38.291579305189515	96.46363546014514	0.011883134142967555
41	36.384517144319105	96.11206519315162	0.011848125934134647
42	34.493390522394265	95.67335458100654	0.011805040802967596
43	32.62169734225334	95.1483150802658	0.011754341080663866
44	30.772899561869664	94.53791782482315	0.011696562032034116
45	28.950416790976693	93.84329182966235	0.011632302144969808
46	27.15761996602218	93.06572190258628	0.011562212700096372
47	25.397825115150347	92.20664626778539	0.011486986944174295
48	23.67428722474468	91.26765390564131	0.01140734918099331
49	21.990194218875917	90.25048161368554	0.011324044070557353
50	20.34866106279122	89.15701079414988	0.011237826393780414
51	18.75272400135085	87.98926397405023	0.011149451498635065
52	17.205334943069193	86.74940106424033	0.011059666597749982
53	15.70935600014765	85.43971536435498	0.010969203039791616
54	14.267554194598333	84.06262932103198	0.010878769630203403
55	12.882596340250373	82.6206900472588	0.010789047033189371
56	11.557044110105224	81.11656461113122	0.010700683247861055
57	10.29334929816465	79.55303510273845	0.010614290118320916
58	9.093849284495256	77.93299348829885	0.01053044081068138
59	7.960762711917546	76.25943626106448	0.010449668169764585
60	6.896185382316169	74.5354588988883	0.01037246385418668
61	5.902086380161549	72.76425013870548	0.010299278140208725
62	4.980304430413163	70.94908607851903	0.010230520281357548
63	4.132544497540856	69.093324117799	0.010166559311604215
64	3.360374631954926	67.20039674750312	0.01010772518394075
65	2.6652230696778645	65.27380520120539	0.010054310142734427
66	2.048375590622342	63.31711297907552	0.010006570236482472
67	1.510973140361635	61.33393925668757	0.009964726886924027
68	1.0540097197914804	59.32795219084928	0.009928968440328156
69	0.6783305465864942	57.30286213483364	0.00989945163678576
70	0.3846304918521213	55.26241477556226	0.009876302943154346
