nb	X	Y	Curv.
71	0.1734527948633655	53.21038420543423	0.009859619704787097
72	0.04518805826796779	51.15056594161504	0.009849471080174975
73	7.352561216578124E-5	49.086769905697444	0.009845898731165731
74	0.03819264252567223	47.022813376719306	0.009848917249498533
75	0.15947490237730477	44.962513930572825	0.009858514308131153
76	0.3636959766868699	42.90968237886468	0.009874650533332904
77	0.6504781300519653	40.868115720287676	0.009897259100945782
78	1.0192909188224561	38.841590117541315	0.009926245067698203
79	1.4694521722300067	36.8338539127914	0.009961484456171458
80	2.0001292541582814	34.848620694587645	0.010002823120060124
81	2.610340603219683	32.88956242906297	0.010050075424860236
82	3.298957548290275	30.96030266811921	0.010103022788081695
83	4.064706396144658	29.064409847161727	0.010161412132520505
84	4.906170787329529	27.205390684779744	0.010224954315928302
85	5.821794315918289	25.386683696580427	0.010293322610420414
86	6.809883408301232	23.611652835174045	0.010366151314849333
87	7.868610455686472	21.883581268073712	0.010443034592769525
88	8.996017194517698	20.20566530501847	0.010523525636979914
89	10.190018328556135	18.581008485951997	0.010607136268334327
90	11.448405385927224	17.01261584059197	0.010693337080809969
91	12.768850803997836	15.503388330207848	0.010781558245909489
92	14.148912234528446	14.056117481887817	0.01087119108648048
93	15.586037061137372	12.673480225219528	0.010961590522156159
94	17.077567120721323	11.358033940934881	0.011052078475090463
95	18.620743620099333	10.112211730677181	0.011141948304934274
96	20.212712238786096	8.93831791663979	0.011230470315785416
97	21.850528408456412	7.838523779400347	0.011316898345211698
98	23.531162759335576	6.814863541834065	0.011400477406937528
99	25.251506723441935	5.869230606534394	0.011480452315438587
100	27.00837828431755	5.003374053700455	0.011556077174105978
101	28.79852786261213	4.218895405968887	0.011626625560965375
102	30.618644326633913	3.517245666174034	0.011691401199732897
103	32.465361116750216	2.8997226335155375	0.011749748862202286
104	34.335262472309765	2.367468503097456	0.011801065213619986
105	36.22488974956906	1.921467753278833	0.011844809288755323
106	38.13074781893714	1.562545324743489	0.011880512275372651
107	40.04931152970593	1.2913650946570172	0.011907786285662799
108	41.977032230308865	1.1084286487332093	0.011926331815896014
109	43.91034433204765	1.014074353481213	0.011935943630056886
110	45.84567190414657	1.008476730349443	0.011936514853286263
111	47.77943528793597	1.0916461329237421	0.011928039123231227
112	49.70805771793096	1.2634287277770184	0.011910610718541126
113	51.62797193755878	1.5235067790056362	0.011884422659666844
114	53.53562679729809	1.871399235926333	0.011849762853324704
115	55.42749382302605	2.306462622846695	0.01180700842396428
116	57.30007374242405	2.827892229263284	0.011756618439175574
117	59.14990295737064	3.434723598286169	0.011699125287725957
118	60.97355995035008	4.1258343105365896	0.011635125006346551
119	62.76767161302684	4.899946060218433	0.011565266873107452
120	64.52891948528068	5.755627019523331	0.01149024259104007
121	66.25404589316213	6.691294486996192	0.011410775376444514
122	67.93985997441547	7.705217814962623	0.011327609243875849
123	69.58324358042424	8.795521610603522	0.01124149874661991
124	71.18115704366255	9.960189204756063	0.011153199390446617
125	72.73064479998484	11.197066382024978	0.01106345889262597
126	74.22884085535455	12.503865365304875	0.010973009410541669
127	75.67297408690038	13.878169047343505	0.01088256081739349
128	77.06037336849519	15.317435461519253	0.01079279505862579
129	78.38847251137682	16.819002483563494	0.010704361583528346
130	79.65481501067264	18.380092755531233	0.010617873813046555
131	80.85705858904845	19.997818822912578	0.010533906577799977
132	81.99297952907762	21.66918847538318	0.010452994439769535
133	83.06047678631697	23.39111028131518	0.01037563079683448
134	84.05757587548206	25.160399305811797	0.01030226766078157
135	84.98243252253346	26.973783001689306	0.010233315995845356
136	85.83333607591919	28.82790726251015	0.010169146505457931
137	86.60871267066369	30.719342626471292	0.010110090758828884
138	87.307128139451	32.64459061967286	0.01005644255541523
139	87.92729066531744	34.60009022703427	0.010008459433535464
140	88.46805317104763	36.58222447888905	0.009966364238675644
141	88.92841544085391	38.587327141075406	0.009930346676888512
142	89.30752597041523	40.611689496148436	0.009901187835641674
143	89.6046835418533	42.65156720317106	0.009877947594871532
144	89.81933852073303	44.7031872233956	0.009861172120982123
145	89.95109387268809	46.76275479902596	0.009850930978047751
146	89.99970589779161	48.826460472152206	0.009847266219670777
